 #m
  0.000000000000000E+000   3.21460509668371     
   1.00000000000000       0.145994372543809     
   2.00000000000000       0.143465794180796     
   3.00000000000000       0.143149281064671     
   4.00000000000000       0.135018482772752     
   5.00000000000000       0.110684622777430     
   6.00000000000000       8.047681288309208E-002
   7.00000000000000       5.532700205996101E-002
   8.00000000000000       3.609344685817293E-002
   9.00000000000000       2.498138277862785E-002
   10.0000000000000       1.738313074196336E-002
   11.0000000000000       1.262012683453693E-002
   12.0000000000000       8.892736651000870E-003
   13.0000000000000       6.331448705517595E-003
   14.0000000000000       4.742311837756515E-003
   15.0000000000000       3.554934627093663E-003
   16.0000000000000       2.706471654393651E-003
   17.0000000000000       2.071692991181964E-003
   18.0000000000000       1.586891916618018E-003
   19.0000000000000       1.195056027890229E-003
   20.0000000000000       9.418890253054535E-004
   21.0000000000000       7.384559851267788E-004
   22.0000000000000       5.792117302169721E-004
   23.0000000000000       4.471395964233079E-004
   24.0000000000000       3.669319910798068E-004
   25.0000000000000       2.890828459094713E-004
   26.0000000000000       2.320948347136682E-004
   27.0000000000000       1.848231937645649E-004
   28.0000000000000       1.469281717064111E-004
   29.0000000000000       1.217990254192254E-004
   30.0000000000000       9.886251913685928E-005
   31.0000000000000       7.851351981740470E-005
   32.0000000000000       6.437110769906231E-005
   33.0000000000000       5.270522493531579E-005
   34.0000000000000       4.368262593165168E-005
   35.0000000000000       3.528041075957330E-005
   36.0000000000000       2.913069232664205E-005
   37.0000000000000       2.434243869032633E-005
   38.0000000000000       2.050627240204004E-005
   39.0000000000000       1.751551461635316E-005
   40.0000000000000       1.497136964272455E-005
   41.0000000000000       1.292823249598233E-005
   42.0000000000000       1.181156620034091E-005
   43.0000000000000       1.075036689755989E-005
   44.0000000000000       9.900901647791912E-006
   45.0000000000000       8.988317992282055E-006
   46.0000000000000       7.799638172194847E-006
   47.0000000000000       6.558190531295235E-006
