Number_of_elements,Kernel_reps,Cuda_blocks,Threads_per_block,T_hosttodev,T_exec,T_devtohost,Bw_HosttoDev,Bw_DevtoHost,Bw_execution
32000000,16,864,550,0.009710,0.006464,0.011134,26363443127.981716,22992841682.640915,1267341044728.409424
32000000,16,864,551,0.009704,0.006502,0.011134,26381412153.222019,22991891765.376503,1259921187735.337646
32000000,16,864,552,0.009712,0.006411,0.009827,26358657510.438332,26050867568.831726,1277801382961.207764
32000000,16,864,553,0.009664,0.006472,0.009746,26488742333.609257,26266655599.336136,1265755699522.923340
32000000,16,864,554,0.009706,0.006440,0.009746,26376562943.556862,26265874058.924847,1272010186235.167969
32000000,16,864,555,0.009680,0.006465,0.009745,26447636157.643505,26268898092.359528,1267089545965.713379
32000000,16,864,556,0.009708,0.006393,0.009745,26370873367.221066,26269248514.338013,1281396321494.767822
32000000,16,864,557,0.009671,0.006455,0.010123,26470490006.032967,25288219023.120255,1269042610626.775879
32000000,16,864,558,0.009699,0.006449,0.010125,26393730747.796635,25283615994.532333,1270255158103.540283
32000000,16,864,559,0.009708,0.006462,0.010127,26369865582.809498,25278512936.356468,1267736040605.461426
32000000,16,864,560,0.009683,0.006415,0.011137,26438606139.843643,22985810035.477493,1277092817686.877930
32000000,16,864,561,0.009704,0.006499,0.011134,26380047449.807785,22993463298.745029,1260500064187.798828
32000000,16,864,562,0.009710,0.006472,0.011137,26364043158.688629,22986367290.189949,1265747681059.191162
32000000,16,864,563,0.009637,0.006437,0.009744,26563153379.961559,26272707420.124546,1272730916381.504639
32000000,16,864,564,0.010108,0.006376,0.009745,25326674529.923286,26269625894.765278,1284738879576.932617
32000000,16,864,565,0.009711,0.006418,0.009745,26361922841.253323,26270572109.955479,1276448879020.975830
32000000,16,864,566,0.009707,0.006401,0.009746,26372288743.603947,26267844176.201778,1279759644913.083252
32000000,16,864,567,0.009716,0.006454,0.009745,26349251507.158306,26271140948.701527,1269263223473.303955
32000000,16,864,568,0.009711,0.006415,0.010952,26360560153.396038,23374348316.360023,1276927194481.151367
32000000,16,864,569,0.009731,0.006452,0.009746,26308090140.002872,26268305081.287189,1269771789242.708252
32000000,16,864,570,0.010114,0.006414,0.009747,25310793806.366207,26263982363.650639,1277204518002.879639
32000000,16,864,571,0.009709,0.006444,0.009745,26366899736.233597,26271003461.633274,1271183350965.381104
32000000,16,864,572,0.010100,0.006379,0.009749,25346675189.227013,26258529789.025749,1284288922945.839111
32000000,16,864,573,0.009711,0.006421,0.009745,26360533017.401070,26270194702.341915,1275769429158.563477
32000000,16,864,574,0.009856,0.006396,0.009746,25974089220.417610,26268412896.816357,1280890418713.361572
32000000,16,864,575,0.009705,0.006432,0.009746,26378824243.139359,26267464150.533005,1273730460043.903564
32000000,16,864,576,0.009905,0.006332,0.010783,25846122282.859909,23742091147.615753,1293667393705.110352
32000000,16,864,577,0.009708,0.006434,0.009746,26369539635.686710,26268113712.128281,1273155198973.417236
32000000,16,864,578,0.009661,0.006414,0.009747,26497559795.968704,26265332388.528416,1277138610671.350098
32000000,16,864,579,0.009717,0.006448,0.009746,26346019152.844933,26267385983.704136,1270545355675.893066
32000000,16,864,580,0.009912,0.006376,0.009746,25826344665.379444,26266116602.662292,1284868043767.242432
32000000,16,864,581,0.010112,0.006434,0.009745,25316836255.157227,26269305117.768909,1273309751895.595703
32000000,16,864,582,0.010109,0.006409,0.009745,25324114040.307247,26269814598.851940,1278184977230.546143
32000000,16,864,583,0.009710,0.006428,0.009745,26365756481.678677,26269032860.639465,1274508659755.447266
32000000,16,864,584,0.009713,0.006381,0.009745,26355477108.997269,26269844255.119553,1283857188474.837158
32000000,16,864,585,0.009717,0.006438,0.009745,26345178644.159122,26269140682.142918,1272453555334.161865
32000000,16,864,586,0.009711,0.006407,0.009746,26361214337.378994,26268412906.622265,1278642640878.933838
32000000,16,864,587,0.010109,0.006484,0.010952,25322808934.422123,23374070872.127930,1263371270149.048584
32000000,16,864,588,0.009936,0.006397,0.010953,25764879777.865147,23372809645.260258,1280525415626.791748
32000000,16,864,589,0.009800,0.006484,0.010953,26121689320.688347,23373193760.304531,1263439662340.963135
32000000,16,864,590,0.009713,0.006401,0.009746,26355938389.763798,26267305120.942612,1279807628907.108398
32000000,16,864,591,0.009710,0.006420,0.009746,26364480291.869576,26266952064.289581,1275930976748.298340
32000000,16,864,592,0.010185,0.006344,0.009746,25134943229.090149,26267439882.683228,1291287059164.069580
32000000,16,864,593,0.010004,0.006466,0.011133,25589551785.392090,22994332797.248329,1266920627815.141357
32000000,16,864,594,0.009725,0.006448,0.011137,26325117459.102352,22986573681.840904,1270462400087.662109
32000000,16,864,595,0.009707,0.006411,0.009746,26373076639.555222,26265901010.186478,1277895266894.394775
32000000,16,864,596,0.009715,0.006351,0.009746,26350447580.810963,26267032905.267620,1289828492877.999512
32000000,16,864,597,0.009706,0.006475,0.011133,26375611796.612305,22994911114.331024,1265206963117.861084
32000000,16,864,598,0.009719,0.006408,0.011134,26341155828.711758,22992158145.077698,1278328784772.125732
32000000,16,864,599,0.009704,0.006449,0.011144,26380270359.486374,22971899802.128628,1270353846021.775146
32000000,16,864,600,0.010888,0.006380,0.011133,23512008990.834606,22994861543.155518,1283989998649.511230
32000000,16,864,601,0.009726,0.006444,0.011133,26321633920.074757,22994593034.457222,1271165202945.658447
32000000,16,864,602,0.011957,0.006425,0.011141,21409318574.936138,22978359855.798038,1275040888064.323975
32000000,16,864,603,0.009708,0.006455,0.011136,26368958385.785465,22988902101.275944,1269174143055.468506
32000000,16,864,604,0.009713,0.006384,0.011137,26356038781.918137,22985572686.527603,1283165609781.422607
32000000,16,864,605,0.009730,0.006507,0.011138,26311142830.609894,22983401762.757778,1258884765257.157959
32000000,16,864,606,0.009709,0.006388,0.010606,26366128509.641483,24136645848.992279,1282402902863.151123
32000000,16,864,607,0.009699,0.006431,0.010793,26395303694.988129,23719951872.651115,1273918432926.979248
32000000,16,864,608,0.009698,0.006300,0.011134,26396830567.356583,22992647566.913006,1300230159226.088867
32000000,16,864,609,0.009714,0.006394,0.009745,26352693538.905319,26268752528.872742,1281199122142.434814
32000000,16,864,610,0.009700,0.006356,0.009746,26390531000.323605,26266297157.956345,1288821377998.045654
32000000,16,864,611,0.009893,0.006393,0.009745,25875590565.660149,26268536893.123531,1281351626258.408691
32000000,16,864,612,0.009915,0.006334,0.009746,25819525351.882481,26268429066.770584,1293257710057.735840
32000000,16,864,613,0.009707,0.006379,0.009745,26372063250.843433,26269970952.077755,1284137329960.268555
32000000,16,864,614,0.010112,0.006388,0.010956,25315274053.258163,23366793485.578880,1282404909813.433838
32000000,16,864,615,0.010108,0.006417,0.010955,25325459357.305195,23367350169.041073,1276535999926.317139
32000000,16,864,616,0.009690,0.006357,0.010953,26419348534.230019,23373185228.245491,1288722030357.339600
32000000,16,864,617,0.009717,0.006410,0.010123,26346932910.435184,25288438848.776237,1278004714766.965088
32000000,16,864,618,0.009709,0.006368,0.010126,26366212688.858208,25281054212.513733,1286396001532.446289
32000000,16,864,619,0.009706,0.006389,0.010123,26376038438.438438,25287961724.084782,1282127329667.199707
32000000,16,864,620,0.010107,0.006382,0.011134,25328523818.424217,22992980047.880367,1283707708417.070068
32000000,16,864,621,0.009712,0.006434,0.009972,26359327882.044884,25671103824.994476,1273281451103.071289
32000000,16,864,622,0.009701,0.006390,0.009974,26390014094.594406,25667955911.910244,1282101243066.748047
32000000,16,864,623,0.009710,0.006414,0.009745,26364906583.528927,26270429234.761894,1277148167768.930908
32000000,16,864,624,0.009699,0.006333,0.009750,26394538963.749828,26257603301.932728,1293521749283.987305
32000000,16,864,625,0.009709,0.006383,0.009745,26366945903.576107,26271078952.820824,1283354970027.739258
32000000,16,864,626,0.009707,0.006397,0.011138,26373777626.315891,22983484299.174530,1280549035737.510010
32000000,16,864,627,0.009709,0.006421,0.010778,26367790508.956772,23752986751.362549,1275808967221.545898
32000000,16,864,628,0.009709,0.006327,0.009746,26367543366.844879,26267321299.338142,1294851337647.468506
32000000,16,864,629,0.009715,0.006440,0.011133,26350602171.945187,22995669180.936508,1271985892836.581787
32000000,16,864,630,0.010124,0.006362,0.009747,25286910126.757320,26265483296.355736,1287638107996.196777
32000000,16,864,631,0.009709,0.006394,0.009745,26366918744.552773,26269264685.321014,1281223167327.557617
32000000,16,864,632,0.009938,0.006363,0.011138,25760894820.838730,22985056748.024307,1287370396711.777832
32000000,16,864,633,0.009704,0.006512,0.009938,26380259480.931927,25759881281.670731,1258046112824.962646
32000000,16,864,634,0.009972,0.006372,0.009747,25670897889.583286,26265728528.950108,1285591115951.744629
32000000,16,864,635,0.009703,0.006387,0.009745,26382711743.919891,26270130004.142063,1282553885713.269043
32000000,16,864,636,0.009708,0.006313,0.009745,26369338636.507198,26269698690.953560,1297545450496.300781
32000000,16,864,637,0.009703,0.006381,0.009745,26383337114.705280,26268779486.041862,1283739895269.441895
32000000,16,864,638,0.010111,0.006348,0.009746,25318734183.087578,26266186663.625782,1290569156218.685059
32000000,16,864,639,0.010102,0.006423,0.011134,25341361004.802399,22993391013.804352,1275319378321.344482
32000000,16,864,640,0.009705,0.006255,0.009745,26376935266.661427,26268863044.792126,1309665352612.921875
32000000,16,864,641,0.009696,0.006393,0.009750,26401412234.628643,26255147320.836773,1281305530657.937500
32000000,16,864,642,0.010112,0.006367,0.009937,25315574458.224304,25763596262.031540,1286570353925.773926
32000000,16,864,643,0.009921,0.006391,0.009750,25804269179.460960,26256633772.831009,1281789498557.706543
32000000,16,864,644,0.009722,0.006311,0.009745,26330733137.446495,26268571930.014614,1297984590767.690674
32000000,16,864,645,0.009716,0.006398,0.009745,26348082672.125660,26269652863.533772,1280384915969.108398
32000000,16,864,646,0.009714,0.006370,0.009745,26352457525.474415,26268787566.339054,1286103162020.902344
32000000,16,864,647,0.009709,0.006399,0.009746,26367089840.418083,26268086756.325584,1280254650554.113525
32000000,16,864,648,0.009710,0.006345,0.010777,26364966306.554340,23754031455.954971,1291191198008.192383
32000000,16,864,649,0.009688,0.006379,0.009747,26425397286.215729,26265170698.593113,1284115388953.946045
32000000,16,864,650,0.009716,0.006367,0.009746,26348329439.695908,26266844260.751678,1286582679206.668457
32000000,16,864,651,0.010110,0.006391,0.009747,25321401274.659412,26265601872.909912,1281832419114.916260
32000000,16,864,652,0.009713,0.006317,0.009746,26356562491.917202,26266625950.267490,1296903721579.888916
32000000,16,864,653,0.009714,0.006389,0.009746,26354169352.782825,26266356444.871681,1282202181874.543213
32000000,16,864,654,0.009704,0.006358,0.009746,26381765583.480637,26266979007.958691,1288370988779.420166
32000000,16,864,655,0.009714,0.006404,0.009746,26354087974.563393,26266386093.331909,1279120803840.460693
32000000,16,864,656,0.009641,0.006292,0.009746,26552468920.076302,26266871214.004387,1301932476484.298340
32000000,16,864,657,0.009706,0.006391,0.009745,26376644470.522518,26269814598.851940,1281818379486.730957
32000000,16,864,658,0.009710,0.006358,0.009746,26365919412.413162,26267005961.487938,1288513247398.885254
32000000,16,864,659,0.009705,0.006384,0.009745,26378495345.349335,26268733661.829121,1283137873805.749023
32000000,16,864,660,0.010047,0.006340,0.011134,25480501539.429600,22991722440.672352,1292162478837.952881
32000000,16,864,661,0.009715,0.006437,0.011134,26350745930.401508,22992984172.492802,1272671598955.412109
32000000,16,864,662,0.009709,0.006384,0.011134,26367605828.725750,22993151457.201572,1283194150579.237793
32000000,16,864,663,0.010095,0.006427,0.011137,25360136228.240593,22987316751.008904,1274697457717.065674
32000000,16,864,664,0.010183,0.006330,0.009745,25139171331.285820,26268790263.041286,1294191619932.495850
32000000,16,864,665,0.009715,0.006369,0.009747,26351071413.078644,26264548231.023937,1286285312339.248047
32000000,16,864,666,0.009710,0.006344,0.009746,26363228650.965569,26267763320.424618,1291238007649.090820
32000000,16,864,667,0.010114,0.006393,0.009746,25311144160.030006,26267005961.487938,1281396321494.767822
32000000,16,864,668,0.010116,0.006298,0.009934,25305702277.754337,25769452185.924149,1300795450570.445801
32000000,16,864,669,0.009679,0.006382,0.009747,26450319580.653503,26265682715.381138,1283597281602.518555
32000000,16,864,670,0.009717,0.006376,0.010615,26345772408.819469,24116968043.656059,1284813432978.115723
32000000,16,864,671,0.010111,0.006391,0.010607,25319673236.903782,24134076865.185474,1281878553363.743408
32000000,16,864,672,0.009707,0.006282,0.010607,26372832116.447330,24135831180.432392,1304119486301.238525
32000000,16,864,673,0.009703,0.006528,0.009746,26383345265.632191,26266251352.208008,1254806427775.963135
32000000,16,864,674,0.009699,0.006509,0.009746,26395230220.808014,26267248535.935349,1258648793314.190430
32000000,16,864,675,0.009944,0.006506,0.009746,25743149930.715740,26267655510.227589,1259193402906.189209
32000000,16,864,676,0.009710,0.006501,0.010614,26365919412.413162,24119881084.507286,1260150464387.196533
32000000,16,864,677,0.009709,0.006485,0.010146,26367144149.345898,25231777528.411831,1263263729556.026367
32000000,16,864,678,0.009662,0.006491,0.009746,26495524893.441143,26267978943.473602,1262050876013.022949
32000000,16,864,679,0.009713,0.006511,0.009745,26357352163.378738,26269032870.445835,1258191607883.210938
32000000,16,864,680,0.009714,0.006509,0.010951,26354823219.602226,23377020663.420307,1258573184428.859375
32000000,16,864,681,0.010107,0.006553,0.011139,25329561337.745411,22982954012.089531,1250153560589.059326
32000000,16,864,682,0.010031,0.006553,0.011138,25520638477.140301,22983923827.775776,1250161000955.333496
32000000,16,864,683,0.009721,0.006520,0.010283,26334446651.631550,24894608773.218559,1256416474037.558594
32000000,16,864,684,0.010113,0.006465,0.009746,25315153893.267948,26266383397.123268,1267175785400.995361
32000000,16,864,685,0.009714,0.006484,0.009746,26353759693.316307,26266221704.051956,1263466748214.675293
32000000,16,864,686,0.009703,0.006493,0.009750,26384650477.990040,26256501816.125839,1261688561704.385742
32000000,16,864,687,0.009706,0.006496,0.009746,26375690599.002476,26267760623.933228,1261102574503.286865
32000000,16,864,688,0.009711,0.006469,0.009747,26362571651.013016,26264680268.619072,1266304521174.462646
32000000,16,864,689,0.009714,0.006509,0.009747,26353328333.867805,26263952720.616627,1258602189342.684814
32000000,16,864,690,0.009697,0.006473,0.009745,26400818673.369598,26269353640.793324,1265539822724.466309
32000000,16,864,691,0.009639,0.006506,0.009745,26558898399.778038,26268598886.813072,1259166307018.074707
32000000,16,864,692,0.009710,0.006474,0.009745,26364368960.065971,26270192005.351322,1265369364919.429199
32000000,16,864,693,0.010140,0.006493,0.009980,25246386491.973064,25652420725.593918,1261583444766.535889
32000000,16,864,694,0.009702,0.006486,0.009979,26386858774.160336,25653837139.680313,1263062723705.236328
32000000,16,864,695,0.009709,0.006510,0.009824,26366326743.119900,26057401199.271580,1258437461139.738281
32000000,16,864,696,0.009888,0.006459,0.009829,25888705667.994728,26045844959.920280,1268327817201.595459
32000000,16,864,697,0.009709,0.006524,0.009824,26367358690.075798,26057746001.273552,1255673676455.553467
32000000,16,864,698,0.009717,0.006495,0.009746,26345173229.205387,26267057172.365410,1261182565413.264404
32000000,16,864,699,0.009713,0.006483,0.009745,26356179885.025597,26268811826.872875,1263562434986.471191
32000000,16,864,700,0.009709,0.006461,0.009746,26367440160.152687,26265868666.718353,1267881235027.486084
32000000,16,864,701,0.009704,0.006492,0.009745,26380920082.586044,26269461464.930084,1261937922207.073242
32000000,16,864,702,0.009707,0.006471,0.009746,26371579682.438923,26267515353.391850,1265878922717.051514
32000000,16,864,703,0.009713,0.006490,0.009746,26356261286.036297,26267111069.995110,1262175517574.330078
32000000,16,864,704,0.010103,0.006433,0.011141,25338479024.997883,22979189019.213356,1273343398118.250244
32000000,16,864,705,0.009701,0.006571,0.011134,26389227917.703011,22993665692.986107,1246727758032.656006
32000000,16,864,706,0.009704,0.006494,0.009746,26379938715.952225,26266949358.159931,1261419876404.508545
32000000,16,864,707,0.010106,0.006517,0.009747,25332524013.085209,26264817699.314552,1257071410332.362549
32000000,16,864,708,0.009705,0.006496,0.011133,26378411087.684975,22994080823.453712,1260997554474.994141
32000000,16,864,709,0.009714,0.006533,0.009745,26353135723.890297,26269218859.415459,1254026754105.136963
32000000,16,864,710,0.009679,0.006522,0.009745,26449415031.397671,26269922426.772804,1255984207718.694824
32000000,16,864,711,0.010110,0.006546,0.009745,25321125778.669098,26269515372.427029,1251410739504.180908
32000000,16,864,712,0.009709,0.006503,0.009745,26366897019.350300,26268838784.163700,1259631948494.955566
32000000,16,864,713,0.009708,0.006573,0.009746,26369346788.668369,26267650117.289635,1246281086489.327148
32000000,16,864,714,0.009677,0.006571,0.009747,26455329921.737167,26264871587.754242,1246769311762.956299
32000000,16,864,715,0.009708,0.006589,0.009746,26370110050.910133,26266111210.356216,1243250675660.805908
32000000,16,864,716,0.009707,0.006508,0.009939,26372666382.194077,25755916008.136162,1258755356075.754639
32000000,16,864,717,0.009901,0.006535,0.009747,25854882600.051430,26265141062.680065,1253505784780.904785
32000000,16,864,718,0.009699,0.006508,0.009746,26394027355.856762,26265922559.470745,1258743751688.682861
32000000,16,864,719,0.009709,0.006531,0.009746,26366109502.461678,26267005961.487938,1254276936087.232178
32000000,16,864,720,0.009704,0.006450,0.009746,26380971738.607315,26267949301.222935,1270024158461.126953
32000000,16,864,721,0.009707,0.006537,0.009745,26373538516.827328,26269030163.887424,1253221399911.802979
32000000,16,864,722,0.009701,0.006500,0.009746,26390291586.961636,26267464150.533005,1260286170909.399658
32000000,16,864,723,0.010294,0.006515,0.009745,24869041662.075615,26270326786.908039,1257326667889.580322
32000000,16,864,724,0.009675,0.006488,0.010607,26461192750.943260,24134668440.350315,1262686204629.036621
32000000,16,864,725,0.009705,0.006602,0.011133,26376970603.199265,22994785124.163147,1240744962228.179932
32000000,16,864,726,0.009715,0.006552,0.010952,26351885159.884712,23374452893.441711,1250247050506.198486
32000000,16,864,727,0.009729,0.006584,0.010953,26313560612.673161,23372421273.209515,1244202165473.240479
32000000,16,864,728,0.009711,0.006527,0.011134,26362571660.889347,22992323351.822674,1255077879500.772217
32000000,16,864,729,0.010100,0.006527,0.009749,25346246058.449814,26258715629.297573,1255118453341.206787
32000000,16,864,730,0.009711,0.006502,0.009746,26360991739.749146,26267976246.937946,1259835738344.784424
32000000,16,864,731,0.009707,0.006545,0.009746,26372720714.096615,26266518149.406406,1251738100691.766846
32000000,16,864,732,0.009936,0.006475,0.009747,25765942976.532501,26265060213.739670,1265187422881.950684
32000000,16,864,733,0.010114,0.006557,0.009745,25311917470.588909,26269111037.270252,1249394900203.321777
32000000,16,864,734,0.009684,0.006551,0.009747,26436004266.007969,26264303020.468906,1250482173251.859375
32000000,16,864,735,0.009709,0.006564,0.009832,26365971009.705978,26036740275.019409,1247981665314.059082
32000000,16,864,736,0.009871,0.006376,0.009828,25934668742.974995,26047888229.444885,1284757013352.069824
32000000,16,864,737,0.010099,0.006506,0.009828,25348507320.389439,26049242628.580502,1259108246516.861816
32000000,16,864,738,0.009675,0.006476,0.009745,26458616503.908272,26268757922.263371,1264979944631.291748
32000000,16,864,739,0.009668,0.006511,0.009750,26478498323.905792,26255586238.299862,1258205134715.267822
32000000,16,864,740,0.009716,0.006416,0.009747,26348923356.257008,26264761105.417206,1276749674747.312012
32000000,16,864,741,0.009676,0.006529,0.011139,26455879447.258186,22981691309.261902,1254804505579.538574
32000000,16,864,742,0.009712,0.006528,0.011134,26358491964.164295,22992156079.163261,1254966169661.185547
32000000,16,864,743,0.010109,0.006585,0.011138,25324186693.926998,22984027004.953197,1244119024593.635742
32000000,16,864,744,0.009669,0.006454,0.009747,26475863938.307976,26263467727.344429,1269276792665.801270
32000000,16,864,745,0.009712,0.006515,0.009746,26360041715.457649,26266841564.448975,1257386686686.054199
32000000,16,864,746,0.009712,0.006483,0.009745,26358871922.957512,26269784942.651287,1263587771915.490723
32000000,16,864,747,0.009706,0.006503,0.009745,26374081941.172951,26270003295.842587,1259750301248.765625
32000000,16,864,748,0.009704,0.006438,0.009745,26382170683.925781,26271003461.633274,1272491307583.495850
32000000,16,864,749,0.009710,0.006526,0.009745,26363277511.713142,26270542461.851982,1255218650112.961914
32000000,16,864,750,0.010005,0.006485,0.009745,25588474955.840446,26268625833.860790,1263304639487.989746
32000000,16,864,751,0.009683,0.006529,0.010607,26437262826.916912,24135512608.208817,1254762030666.922607
32000000,16,864,752,0.009707,0.006447,0.011137,26372886449.032753,22986778019.759048,1270637979180.513184
32000000,16,864,753,0.009702,0.006482,0.009745,26385849767.611134,26269003206.203804,1263720514917.702637
32000000,16,864,754,0.009709,0.006428,0.009746,26368610733.062515,26267005961.487938,1274480701656.736328
32000000,16,864,755,0.009725,0.006458,0.009746,26325247398.083786,26266356454.676052,1268475307305.038818
32000000,16,864,756,0.009709,0.006401,0.009746,26368176160.288673,26267571959.159241,1279875612452.472900
32000000,16,864,757,0.009711,0.006482,0.009746,26362598810.958065,26268434460.028393,1263787190165.577393
32000000,16,864,758,0.009719,0.006457,0.009746,26339334590.755756,26266814611.257118,1268768622534.426758
32000000,16,864,759,0.009704,0.006541,0.010603,26380044730.214294,24144451724.629063,1252417079474.893311
32000000,16,864,760,0.010098,0.006421,0.009746,25350824220.948921,26266491206.682751,1275771415399.863037
32000000,16,864,761,0.009703,0.006453,0.009745,26384296970.431217,26269892770.328697,1269538998466.593262
32000000,16,864,762,0.009700,0.006447,0.009745,26390892830.546520,26269380599.196190,1270673652650.139404
32000000,16,864,763,0.009706,0.006455,0.009746,26375062872.088379,26266706799.042831,1269050473496.024902
32000000,16,864,764,0.009722,0.006393,0.009746,26333008244.916222,26267652813.758335,1281412156651.521240
32000000,16,864,765,0.010098,0.006456,0.009746,25350972328.575119,26268057113.831593,1268802225078.580322
32000000,16,864,766,0.009711,0.006445,0.009746,26362978878.285469,26268434460.028393,1271068755884.915527
32000000,16,864,767,0.009699,0.006499,0.009748,26394653273.110176,26261899672.013771,1260484548327.921387
32000000,16,864,768,0.010102,0.006338,0.009746,25341925441.710674,26268385940.399620,1292610016119.693115
32000000,16,864,769,0.009706,0.006503,0.011133,26376620010.402531,22995346939.599751,1259754369117.101318
32000000,16,864,770,0.009991,0.006496,0.011139,25622765829.646999,22982169964.984962,1261029000951.275146
32000000,16,864,771,0.009720,0.006501,0.010603,26338250626.258572,24144135202.916519,1260181480041.168457
32000000,16,864,772,0.009710,0.006406,0.009744,26365026049.606670,26271734087.822517,1278766789919.007812
32000000,16,864,773,0.009687,0.006488,0.009746,26426984927.265961,26267628555.365276,1262618089381.964355
32000000,16,864,774,0.009708,0.006469,0.009745,26370710385.136570,26269302420.960968,1266253629494.517334
32000000,16,864,775,0.009711,0.006486,0.009745,26361461350.985500,26268736348.714134,1262984831776.527344
32000000,16,864,776,0.010107,0.006392,0.009746,25328082766.945374,26266601703.575584,1281699854262.295166
32000000,16,864,777,0.009705,0.006424,0.009746,26378470881.796448,26268170320.474598,1275301907227.213135
32000000,16,864,778,0.009711,0.006425,0.009824,26360725725.649979,26057512587.827469,1275089113795.975586
32000000,16,864,779,0.009704,0.006469,0.009825,26381357775.611771,26055597751.931484,1266392807494.543213
32000000,16,864,780,0.009984,0.006423,0.009825,25642255867.954639,26057218187.934948,1275455193777.144775
32000000,16,864,781,0.009702,0.006524,0.010607,26385936793.611317,24135421590.300739,1255600542439.356445
32000000,16,864,782,0.009708,0.006469,0.009746,26369949795.772541,26267709410.312790,1266355612078.930176
32000000,16,864,783,0.009714,0.006499,0.009745,26353545373.827713,26269682509.629360,1260496378871.893799
32000000,16,864,784,0.010100,0.006427,0.009754,25345847050.345047,26246635734.035076,1274602060441.692383
32000000,16,864,785,0.009699,0.006527,0.009746,26394903636.443134,26267062565.059895,1255178453902.338867
32000000,16,864,786,0.009677,0.006488,0.009751,26454539838.534832,26254616867.940376,1262588899079.433594
32000000,16,864,787,0.009706,0.006528,0.010283,26374549300.462845,24896649720.600368,1254908688864.565674
32000000,16,864,788,0.009716,0.006424,0.009746,26347323387.448994,26268358993.844078,1275200464587.794922
32000000,16,864,789,0.009650,0.006491,0.009746,26527191666.885414,26267655500.422245,1262119124610.159668
32000000,16,864,790,0.009710,0.006481,0.009745,26365104788.755390,26269817295.765045,1264039330865.601074
32000000,16,864,791,0.009641,0.006475,0.009745,26552857257.220879,26269062515.142078,1265220836710.536865
32000000,16,864,792,0.009706,0.006437,0.009745,26374388981.479710,26268790272.847481,1272614066413.800049
32000000,16,864,793,0.009714,0.006491,0.009746,26354334854.634407,26267496488.125343,1262035321951.112549
32000000,16,864,794,0.009707,0.006453,0.009746,26372046943.166752,26267412938.068615,1269584645017.359619
32000000,16,864,795,0.009704,0.006487,0.009746,26380784153.941944,26267682455.339859,1262897019973.291260
32000000,16,864,796,0.009718,0.006397,0.009746,26341619319.976112,26267574655.611897,1280549436258.677490
32000000,16,864,797,0.010098,0.006541,0.011134,25351353916.663410,22992988312.132637,1252430482427.177979
32000000,16,864,798,0.009707,0.006482,0.011141,26371691065.266880,22978450609.811550,1263787189456.296875
32000000,16,864,799,0.009698,0.006543,0.011135,26396865957.221058,22990233730.151207,1252068120667.941162
32000000,16,864,800,0.009705,0.006314,0.009745,26376864603.756832,26268628530.529819,1297385369671.389404
32000000,16,864,801,0.009696,0.006469,0.009747,26403906545.461273,26265523717.164177,1266404553344.421631
32000000,16,864,802,0.009683,0.006432,0.009747,26437402069.637394,26265523717.164177,1273621147988.074219
32000000,16,864,803,0.009699,0.006536,0.009746,26395559516.245331,26267655510.227589,1253311897660.243652
32000000,16,864,804,0.009711,0.006443,0.009745,26361322907.055878,26270059902.526253,1271470223080.060791
32000000,16,864,805,0.009910,0.006567,0.010953,25832064946.090561,23373215094.361130,1247376428739.278809
32000000,16,864,806,0.009680,0.006539,0.011133,26445256515.544083,22994332797.248329,1252858580407.027588
32000000,16,864,807,0.009704,0.006596,0.011134,26379615239.268036,22992862335.521187,1241966521307.234863
32000000,16,864,808,0.009700,0.006463,0.011134,26390569085.164616,22993360036.829819,1267476539448.182617
32000000,16,864,809,0.009638,0.006508,0.009745,26560284428.070457,26269706771.816257,1258677995191.345459
32000000,16,864,810,0.009672,0.006465,0.009746,26467036288.739765,26267981640.009815,1267187741882.983643
32000000,16,864,811,0.009714,0.006492,0.009746,26352815608.309216,26267601600.558285,1261864055990.003418
32000000,16,864,812,0.009711,0.006440,0.011134,26362794275.325966,22992717773.651203,1272085442740.936768
32000000,16,864,813,0.009714,0.006507,0.011140,26354307721.584625,22980185338.565659,1258931970123.007080
32000000,16,864,814,0.010128,0.006430,0.009745,25275862343.391075,26269706771.816257,1273966574506.159424
32000000,16,864,815,0.009716,0.006444,0.009746,26349359988.185032,26267466837.158321,1271205245529.380371
32000000,16,864,816,0.009721,0.006376,0.009746,26335971902.366089,26268086756.325584,1284767290289.277588
32000000,16,864,817,0.009712,0.006479,0.009746,26359338743.342850,26267035611.414486,1264371577716.988037
32000000,16,864,818,0.009687,0.006443,0.009747,26425809175.886581,26263389584.298862,1271410824975.397461
32000000,16,864,819,0.009715,0.006460,0.009745,26351345373.397888,26268601583.476566,1268135208556.289062
32000000,16,864,820,0.009697,0.006387,0.009747,26399511860.924484,26263796448.823299,1282518144703.042969
32000000,16,864,821,0.010119,0.006489,0.009747,25298390067.310551,26264224872.452682,1262493359692.677734
32000000,16,864,822,0.009709,0.006447,0.009747,26366709634.790356,26265415925.350239,1270651972136.806396
32000000,16,864,823,0.009701,0.006463,0.009750,26389505383.640491,26255211945.258732,1267594410122.127441
32000000,16,864,824,0.009706,0.006372,0.009746,26376209642.794079,26266008796.177872,1285587485032.163574
32000000,16,864,825,0.009720,0.006440,0.009745,26338088047.165447,26269086776.183758,1271992410504.108398
32000000,16,864,826,0.009895,0.006428,0.009750,25870517657.026493,26256291769.729816,1274469003160.000244
32000000,16,864,827,0.009722,0.006470,0.009745,26331274789.350784,26269493807.440357,1266181018609.418945
