Number_of_elements,Kernel_reps,Cuda_blocks,Threads_per_block,T_hosttodev,T_exec,T_devtohost,Bw_HosttoDev,Bw_DevtoHost,Bw_execution
32000000,16,864,272,0.009708,0.007066,0.009747,26368852450.729492,26265755479.913086,1159405521203.361816
32000000,16,864,273,0.009716,0.007163,0.009746,26349267776.788780,26267644724.353893,1143623759854.060059
32000000,16,864,274,0.009704,0.007122,0.009746,26381075041.366543,26265944128.398506,1150181527082.649170
32000000,16,864,275,0.009711,0.007147,0.009746,26362400633.531898,26266563965.889812,1146242139431.355957
32000000,16,864,276,0.009699,0.007030,0.009750,26394947179.238102,26255362736.813831,1165340011559.786865
32000000,16,864,277,0.009695,0.007104,0.009745,26406077191.749992,26269399467.169125,1153137407353.884766
32000000,16,864,278,0.010107,0.007075,0.009746,25330052561.435635,26268482979.836407,1157926012068.426514
32000000,16,864,279,0.009710,0.007109,0.009746,26364578032.702923,26268078666.653862,1152388138812.142334
32000000,16,864,280,0.009989,0.007010,0.009746,25628896581.260921,26266105818.052353,1168576420556.056152
32000000,16,864,281,0.009714,0.007118,0.009746,26354950737.579117,26267590824.534157,1150897206573.148193
32000000,16,864,282,0.009707,0.007275,0.010954,26372114872.185677,23371429068.711845,1126104144409.931152
32000000,16,864,283,0.009697,0.007315,0.011138,26400102629.787827,22984514008.630764,1119846392950.796875
32000000,16,864,284,0.009706,0.007245,0.011142,26376663492.894562,22976433623.700745,1130696945167.343750
32000000,16,864,285,0.009656,0.007184,0.009746,26511519052.644634,26266485814.222862,1140353551706.202393
32000000,16,864,286,0.009706,0.007070,0.009746,26374511261.844810,26268159534.178120,1158777891088.475342
32000000,16,864,287,0.009715,0.007082,0.009746,26351198904.619568,26266590918.567284,1156654703637.417480
32000000,16,864,288,0.009684,0.006859,0.009746,26435477404.166775,26267701330.678867,1194385512911.754395
32000000,16,864,289,0.009705,0.006730,0.009745,26377261406.529327,26269321288.821602,1217229201773.385498
32000000,16,864,290,0.009698,0.006713,0.009746,26396395073.829967,26266836162.040501,1220296061854.537598
32000000,16,864,291,0.009711,0.006774,0.009825,26361613375.333584,26056170585.074352,1209371566853.213867
32000000,16,864,292,0.009712,0.006680,0.009746,26358730791.023926,26266671767.126972,1226275894939.194580
32000000,16,864,293,0.009704,0.006724,0.009745,26381238151.592484,26269453384.218304,1218312280863.410645
32000000,16,864,294,0.009703,0.006694,0.009746,26384835397.062481,26268237705.610947,1223816131552.012451
32000000,16,864,295,0.009709,0.006780,0.009746,26366970345.756989,26266782265.538963,1208206304490.366699
32000000,16,864,296,0.009686,0.006699,0.009748,26429077517.961262,26262136741.880497,1222831299515.445557
32000000,16,864,297,0.009756,0.006746,0.009747,26241176923.216812,26265728519.146202,1214426653176.830078
32000000,16,864,298,0.009653,0.006821,0.011140,26520736317.279915,22979739769.387901,1201055028033.728516
32000000,16,864,299,0.009711,0.006829,0.011134,26362156298.476330,22991900028.846478,1199567675350.656494
32000000,16,864,300,0.009725,0.006756,0.011134,26323287606.575417,22991879377.694916,1212585907218.285400
32000000,16,864,301,0.009705,0.006854,0.011134,26378405649.173317,22993077100.628590,1195190583735.401123
32000000,16,864,302,0.009706,0.006781,0.011140,26376446081.868031,22979634567.033451,1208090133650.482910
32000000,16,864,303,0.009702,0.006807,0.011134,26386276740.715248,22993285693.934105,1203482577909.924316
32000000,16,864,304,0.010104,0.006696,0.011138,25336811337.643158,22983521450.138939,1223437063849.104736
32000000,16,864,305,0.009712,0.006815,0.011137,26358483828.586613,22986790409.453083,1202135786260.794678
32000000,16,864,306,0.010096,0.006658,0.009746,25356451279.939590,26266968232.445381,1230404139050.823486
32000000,16,864,307,0.009860,0.006669,0.009745,25962912189.769760,26269022083.440983,1228396410271.486572
32000000,16,864,308,0.009703,0.006606,0.009745,26383024425.606712,26268606976.805218,1240037279410.039307
32000000,16,864,309,0.009907,0.006684,0.009747,25840455774.221207,26265124886.970093,1225703627551.914795
32000000,16,864,310,0.009700,0.006677,0.009751,26391747136.836914,26253327182.261135,1226906576532.404297
32000000,16,864,311,0.009701,0.006695,0.009746,26388637635.432190,26267687858.096458,1223606829576.184326
32000000,16,864,312,0.009718,0.006613,0.009747,26341787366.088310,26263421921.661846,1238695692013.700928
32000000,16,864,313,0.009714,0.006712,0.009826,26354261598.489254,26052309779.072037,1220525326504.941406
32000000,16,864,314,0.009711,0.006657,0.009746,26361439634.775406,26268337430.755939,1230609303334.116699
32000000,16,864,315,0.009707,0.006673,0.009746,26371397666.935787,26267741758.314415,1227680294138.728027
32000000,16,864,316,0.010120,0.006599,0.009933,25297417587.222939,25771670243.286415,1241447432319.211426
32000000,16,864,317,0.009710,0.006707,0.009745,26363424124.673462,26269253907.932312,1221367672491.963867
32000000,16,864,318,0.009714,0.006622,0.009745,26352875296.307175,26269984427.002243,1237040669806.920898
32000000,16,864,319,0.009705,0.006693,0.009828,26378014250.321838,26048693965.310532,1224031906524.162109
32000000,16,864,320,0.009693,0.006462,0.009749,26411171596.679127,26260426079.066490,1267806278831.692627
32000000,16,864,321,0.009707,0.006596,0.009745,26372022501.456375,26269038254.145210,1242026589728.197510
32000000,16,864,322,0.009707,0.006527,0.009745,26372351227.969444,26269040950.898914,1255152875899.558350
32000000,16,864,323,0.010110,0.006578,0.009746,25320983030.806026,26267957381.009407,1245295558673.234375
32000000,16,864,324,0.009709,0.006503,0.009746,26366253420.292873,26268418299.873440,1259715044671.423584
32000000,16,864,325,0.009702,0.006563,0.009745,26386758137.183319,26270361848.188725,1248221642207.228760
32000000,16,864,326,0.009672,0.006560,0.010128,26469480069.653553,25275318312.437946,1248686835934.069336
32000000,16,864,327,0.009715,0.006558,0.009746,26351567798.276970,26266337581.269787,1249192378274.056641
32000000,16,864,328,0.009673,0.006519,0.009750,26464655881.553654,26255351961.032944,1256541932626.197021
32000000,16,864,329,0.009707,0.006578,0.009746,26372514230.336830,26268310474.494087,1245306917114.057617
32000000,16,864,330,0.009649,0.006534,0.009746,26530941550.635906,26266879293.127651,1253842111362.472412
32000000,16,864,331,0.010109,0.006583,0.009746,25324797950.477371,26266960143.462582,1244330866500.280273
32000000,16,864,332,0.009713,0.006535,0.009747,26355970945.562500,26264744930.175236,1253634307304.934082
32000000,16,864,333,0.009709,0.006581,0.009824,26367912718.263660,26058738021.297855,1244798839098.034424
32000000,16,864,334,0.009669,0.006540,0.009825,26475267034.654564,26055284843.274830,1252691137397.917236
32000000,16,864,335,0.010116,0.006569,0.009824,25306787966.016506,26058419720.195583,1247147788851.924561
32000000,16,864,336,0.009713,0.006491,0.009824,26355672477.643093,26058180997.059395,1262124763396.846191
32000000,16,864,337,0.009711,0.006547,0.009824,26361602512.161026,26059056339.826485,1251262986352.168701
32000000,16,864,338,0.009711,0.006524,0.009825,26362579798.990654,26057114752.496456,1255704280262.034424
32000000,16,864,339,0.009895,0.006552,0.009746,25872930960.604462,26266472342.887291,1250223963047.929443
32000000,16,864,340,0.009904,0.006481,0.009747,25847594101.394421,26265283880.358440,1263954882815.899170
32000000,16,864,341,0.009663,0.006550,0.009747,26493717887.468140,26264798837.922741,1250723112856.621582
32000000,16,864,342,0.009711,0.006517,0.009746,26362118295.597416,26266175888.762547,1257109798611.829834
32000000,16,864,343,0.009716,0.006552,0.009746,26348199272.753506,26267418321.104015,1250310020572.536621
32000000,16,864,344,0.009705,0.006478,0.009745,26378992764.285217,26269202688.488876,1264558944303.453125
32000000,16,864,345,0.009655,0.006580,0.009745,26513625052.762001,26269553118.593967,1245079413148.942871
32000000,16,864,346,0.009702,0.006511,0.009745,26385395601.331024,26268876518.580055,1258090742642.913330
32000000,16,864,347,0.009716,0.006620,0.010610,26347762679.292458,24127910347.931316,1237418869670.428955
32000000,16,864,348,0.010196,0.006569,0.011135,25106725647.742222,22989723771.302738,1247058179064.784180
32000000,16,864,349,0.009713,0.006653,0.011134,26355987233.363415,22992639302.905682,1231243156077.921631
32000000,16,864,350,0.009707,0.006594,0.011138,26372065968.791508,22984881337.662910,1242405771985.107666
32000000,16,864,351,0.009717,0.006572,0.009746,26344923798.530849,26267377894.464039,1246571434158.464355
32000000,16,864,352,0.009704,0.006393,0.009746,26380259490.821518,26265946814.712898,1281397924972.524658
32000000,16,864,353,0.009706,0.006575,0.009746,26375138962.502205,26267811837.753365,1245868649413.642822
32000000,16,864,354,0.010103,0.006558,0.009827,25338168040.133789,26049823138.114006,1249224761985.298584
32000000,16,864,355,0.009701,0.006629,0.009831,26388433623.679733,26040238878.854404,1235819454874.860840
32000000,16,864,356,0.009706,0.006526,0.009825,26374894391.264973,26054738568.735233,1255316745970.676758
32000000,16,864,357,0.010118,0.006713,0.011135,25301182907.199505,22989847648.024788,1220288245300.488281
32000000,16,864,358,0.009685,0.006546,0.009746,26432608669.275143,26266458851.956638,1251508050477.233154
32000000,16,864,359,0.009694,0.006628,0.009750,26408346280.408077,26257091600.089405,1236032582926.671143
32000000,16,864,360,0.009717,0.006479,0.009747,26345550081.763153,26265324300.553112,1264312645772.885498
32000000,16,864,361,0.009907,0.006603,0.009746,25839970639.123894,26266892764.880650,1240584498346.930908
32000000,16,864,362,0.009679,0.006556,0.009746,26449518870.874554,26267189225.382805,1249474936626.997070
32000000,16,864,363,0.009700,0.006625,0.009747,26391733526.810860,26264755713.667671,1236533714668.498291
32000000,16,864,364,0.009700,0.006486,0.009746,26392579720.994175,26266351062.271496,1263076160646.657471
32000000,16,864,365,0.009719,0.006643,0.009745,26339955195.465900,26268916949.833061,1233222891902.569092
32000000,16,864,366,0.009711,0.006585,0.009745,26362484779.069996,26268970864.901558,1244008879663.662598
32000000,16,864,367,0.009710,0.006657,0.010125,26364306523.397327,25283481154.781254,1230588784163.172852
32000000,16,864,368,0.009906,0.006475,0.010124,25841694793.641724,25287259810.442535,1265210675319.085693
32000000,16,864,369,0.009718,0.006659,0.010124,26343186061.903267,25287609521.973820,1230240612047.480225
32000000,16,864,370,0.009712,0.006565,0.009746,26358215150.006054,26268321251.108685,1247781501982.284912
32000000,16,864,371,0.009733,0.006641,0.009746,26302397638.448235,26266943975.316738,1233630526711.371582
32000000,16,864,372,0.009680,0.006491,0.009747,26447573316.022041,26264731460.625305,1261959111174.858887
32000000,16,864,373,0.009701,0.006600,0.009748,26388844361.850708,26261007954.024685,1241206103190.744385
32000000,16,864,374,0.009694,0.006613,0.009747,26408564217.637222,26265650382.254467,1238806209287.200684
32000000,16,864,375,0.010116,0.006674,0.009746,25306195070.046215,26266704112.572983,1227464518410.859131
32000000,16,864,376,0.009712,0.006563,0.011134,26358950635.225487,22992825161.865982,1248250171957.172852
32000000,16,864,377,0.009716,0.006635,0.009745,26347995895.646603,26269701378.035992,1234614044027.733154
32000000,16,864,378,0.009718,0.006583,0.009746,26343023421.874329,26267105677.280704,1244472828707.150146
32000000,16,864,379,0.010115,0.006684,0.009747,25309402501.979828,26264731470.428467,1225659431995.227051
32000000,16,864,380,0.009709,0.006515,0.010278,26366945893.696499,24908294180.469929,1257443623026.054443
32000000,16,864,381,0.010118,0.006621,0.009746,25302688353.715450,26267431803.215111,1237350836829.263916
32000000,16,864,382,0.009852,0.006547,0.009747,25984674522.923340,26263327615.194675,1251220176584.381348
32000000,16,864,383,0.009709,0.006635,0.009746,26368306534.569038,26267916952.710144,1234600461247.410889
32000000,16,864,384,0.009717,0.006423,0.009746,26344408687.700340,26268081373.016212,1275434145168.387939
32000000,16,864,385,0.009711,0.006592,0.009746,26362213312.876209,26266863115.276588,1242688472886.138916
32000000,16,864,386,0.009669,0.006551,0.009746,26475308103.728142,26266674473.199425,1250494771633.750732
32000000,16,864,387,0.009713,0.006674,0.011138,26357156779.702229,22984233354.579861,1227366313084.183838
32000000,16,864,388,0.009709,0.006507,0.009824,26367328813.229797,26058618661.091969,1258932743645.069580
32000000,16,864,389,0.009713,0.006605,0.009745,26357018371.109726,26269674418.974735,1240250926965.507568
32000000,16,864,390,0.009711,0.006553,0.009745,26361233327.626328,26270213571.484329,1250049402677.737305
32000000,16,864,391,0.009709,0.006601,0.009745,26368388010.503357,26270863269.067898,1241066201972.183105
32000000,16,864,392,0.010116,0.006527,0.009747,25307128197.298527,26263599754.075909,1255042499243.956543
32000000,16,864,393,0.009721,0.006660,0.009746,26334606485.395161,26266243263.666733,1230073618265.298828
32000000,16,864,394,0.009710,0.006593,0.009746,26363790654.331444,26266997872.481899,1242461924550.466553
32000000,16,864,395,0.009705,0.006643,0.009745,26378680178.153996,26269887386.279060,1233242942473.810303
32000000,16,864,396,0.009721,0.006551,0.011189,26334197424.028759,22879446230.002304,1250511950896.937744
32000000,16,864,397,0.009698,0.006627,0.009748,26396120185.902912,26261166897.573879,1236231979156.092773
32000000,16,864,398,0.009669,0.006580,0.009745,26476214434.888424,26269809205.027397,1244896637878.959961
32000000,16,864,399,0.009705,0.006625,0.009745,26377674516.082485,26269267382.121208,1236621071924.776611
32000000,16,864,400,0.009712,0.006488,0.009745,26360038999.987488,26270294442.346634,1262718512858.258057
32000000,16,864,401,0.009709,0.006617,0.009745,26366511405.433716,26268593493.487747,1237984358257.797363
32000000,16,864,402,0.009715,0.006582,0.009746,26350303815.742805,26267350949.976597,1244663611382.562988
32000000,16,864,403,0.009705,0.006625,0.009746,26377837584.261135,26267863041.967709,1236531101807.592041
32000000,16,864,404,0.010097,0.006493,0.009747,25355095140.390186,26264758409.542160,1261713046595.260986
32000000,16,864,405,0.009718,0.006658,0.009746,26342830952.637394,26267297041.557396,1230484533054.448730
32000000,16,864,406,0.009713,0.006561,0.009747,26356936965.422470,26265785127.016636,1248646106320.317139
32000000,16,864,407,0.009859,0.006607,0.009746,25967218013.582447,26266135465.946789,1239839093652.180420
32000000,16,864,408,0.009713,0.006481,0.009747,26356258581.216560,26265243460.288177,1264005004524.632568
32000000,16,864,409,0.009722,0.006600,0.009746,26333273709.750011,26266326806.282734,1241246913340.778076
32000000,16,864,410,0.009697,0.006574,0.010604,26400867673.552876,24141758133.927593,1246190842568.690674
32000000,16,864,411,0.009719,0.006630,0.010603,26339220769.896885,24143923439.215210,1235580122216.271729
32000000,16,864,412,0.009714,0.006471,0.010605,26352587734.494064,24139226765.728477,1265934870733.749756
32000000,16,864,413,0.009705,0.006580,0.009747,26377046694.733692,26265057527.606625,1245002777595.592529
32000000,16,864,414,0.010121,0.006556,0.009746,25294423138.670860,26268267348.512520,1249558414235.531738
32000000,16,864,415,0.009704,0.006566,0.009745,26381431182.471424,26270216268.479351,1247588621854.116699
32000000,16,864,416,0.009707,0.006403,0.009746,26373372783.579975,26268404806.943756,1279456031436.288330
32000000,16,864,417,0.009725,0.006561,0.009745,26323912871.374985,26269698681.146690,1248682458392.723633
32000000,16,864,418,0.009709,0.006529,0.009745,26368417889.749763,26270860581.747765,1254705528464.281006
32000000,16,864,419,0.009710,0.006581,0.009745,26363600597.717438,26270132701.119926,1244708999598.339600
32000000,16,864,420,0.009712,0.006466,0.010603,26359276320.623379,24143627416.967682,1266905932855.287598
32000000,16,864,421,0.009711,0.006572,0.009746,26362756270.607655,26267027532.195061,1246555689996.447998
32000000,16,864,422,0.009709,0.006501,0.009746,26367654715.579861,26266865821.388470,1260126040105.337158
32000000,16,864,423,0.009703,0.006549,0.009745,26384808211.065853,26269809205.027397,1250923457424.023682
32000000,16,864,424,0.009707,0.006442,0.009745,26372147467.960213,26269674418.974735,1271738073440.223145
32000000,16,864,425,0.009639,0.006533,0.009745,26559003100.691566,26270049124.485039,1253883755987.356201
32000000,16,864,426,0.010118,0.006515,0.010607,25301260423.626762,24135257751.518135,1257447482910.797363
32000000,16,864,427,0.010118,0.006572,0.010279,25300260224.368885,24905621319.069069,1246434113466.690674
32000000,16,864,428,0.009722,0.006446,0.010277,26332406926.109570,24908803128.530712,1270935450343.700439
32000000,16,864,429,0.009710,0.006570,0.010278,26363817797.033768,24908463824.573650,1246869318381.348633
32000000,16,864,430,0.009707,0.006484,0.009746,26371710080.494976,26267757927.442394,1263502994259.523438
32000000,16,864,431,0.009726,0.006525,0.009746,26322123781.502708,26267593520.990685,1255543581064.747070
32000000,16,864,432,0.009702,0.006393,0.009748,26387546897.957108,26262853417.137226,1281353629919.558594
32000000,16,864,433,0.009706,0.006556,0.011138,26375206887.679302,22983366691.528503,1249556889452.511230
32000000,16,864,434,0.009686,0.006515,0.011134,26430376349.199718,22993085372.463650,1257395950452.897461
32000000,16,864,435,0.009715,0.006524,0.009746,26350721508.423969,26267361725.803913,1255684840587.173340
32000000,16,864,436,0.009677,0.006404,0.009747,26455748215.505005,26264984766.941723,1279256631514.133789
32000000,16,864,437,0.009709,0.006485,0.009746,26368290241.418720,26267792972.060989,1263280872368.843018
32000000,16,864,438,0.009707,0.006432,0.009746,26371585118.136284,26268251178.757389,1273674415216.605225
32000000,16,864,439,0.009710,0.006477,0.009746,26364944594.447308,26267280863.191742,1264848303163.198242
32000000,16,864,440,0.009675,0.006378,0.009746,26461283011.016262,26266927807.190804,1284348926105.284180
32000000,16,864,441,0.009710,0.006466,0.010277,26365732051.626953,24908856454.484497,1266900643294.902832
32000000,16,864,442,0.010114,0.006434,0.010279,25311647179.351852,24905289365.031372,1273180328906.827148
32000000,16,864,443,0.009671,0.006488,0.010281,26470027454.965458,24899124503.582138,1262594152696.245361
32000000,16,864,444,0.009709,0.006408,0.011135,26367584102.391010,22991350761.409725,1278410376470.380371
32000000,16,864,445,0.009712,0.006449,0.009825,26359612865.719322,26055067391.910259,1270177755065.599121
32000000,16,864,446,0.009710,0.006415,0.009826,26363641330.959137,26054351419.871048,1277086248370.180420
32000000,16,864,447,0.009676,0.006440,0.009829,26456571175.690670,26046488909.394573,1272102627471.107422
32000000,16,864,448,0.009707,0.006310,0.009746,26371859495.284142,26268008595.596775,1298264554074.104736
32000000,16,864,449,0.009692,0.006479,0.009747,26412700305.453411,26263850333.072395,1264457251591.903076
32000000,16,864,450,0.010111,0.006427,0.009746,25319548024.488937,26267685151.815197,1274669292908.997070
32000000,16,864,451,0.009698,0.006456,0.009745,26395970496.080956,26268631227.199398,1268908156624.717529
32000000,16,864,452,0.009704,0.006362,0.009746,26379998516.989510,26267658196.892052,1287583463952.713867
32000000,16,864,453,0.010093,0.006501,0.009747,25364390181.596554,26265038656.066971,1260091732058.532959
32000000,16,864,454,0.009671,0.006461,0.011138,26470276512.022701,22984792597.436741,1267935985120.432617
32000000,16,864,455,0.009708,0.006475,0.009746,26368999115.822723,26268143354.750011,1265202663759.216797
32000000,16,864,456,0.009712,0.006395,0.009747,26358443121.153820,26264823081.286308,1281000380989.414551
32000000,16,864,457,0.010117,0.006462,0.009747,25303148519.682438,26265526413.196331,1267764879833.714111
32000000,16,864,458,0.009709,0.006441,0.009828,26368021362.883583,26046753921.759037,1271845482817.122314
32000000,16,864,459,0.010118,0.006466,0.009830,25302270709.610634,26042877361.621746,1266894569728.028564
32000000,16,864,460,0.009678,0.006367,0.009828,26450737725.937351,26048799975.987144,1286545905477.901123
32000000,16,864,461,0.010119,0.006453,0.009824,25297937568.467270,26058576211.234634,1269560247339.317871
32000000,16,864,462,0.009709,0.006416,0.009824,26366660761.320023,26057886582.063282,1276745495655.918945
32000000,16,864,463,0.009713,0.006444,0.009745,26356540783.777584,26268577323.331085,1271266005280.271973
32000000,16,864,464,0.009708,0.006336,0.009749,26370169817.276230,26259424033.502468,1292828290690.222656
32000000,16,864,465,0.010112,0.006422,0.009748,25315759713.784218,26261851166.721378,1275699497602.636230
32000000,16,864,466,0.009715,0.006401,0.009832,26351377917.850658,26037595641.404682,1279751248029.511719
32000000,16,864,467,0.009702,0.006447,0.009824,26386268578.082829,26057674384.681835,1270672075899.697266
32000000,16,864,468,0.009719,0.006335,0.009744,26340158448.460815,26271957858.313709,1293072355373.707031
32000000,16,864,469,0.009704,0.006412,0.009745,26380955429.801414,26270119216.236145,1277664070612.979980
32000000,16,864,470,0.009691,0.006370,0.009745,26415297593.859451,26268690524.651890,1286024623504.451416
32000000,16,864,471,0.009705,0.006465,0.011135,26377304881.248722,22990324577.981880,1267038787225.690674
32000000,16,864,472,0.010119,0.006347,0.009826,25299997686.417915,26054648398.255795,1290618767196.282471
32000000,16,864,473,0.009711,0.006449,0.009825,26360595446.072788,26055176107.491489,1270216160559.266602
32000000,16,864,474,0.009713,0.006422,0.009825,26357550255.036304,26056772620.547104,1275692345656.385010
32000000,16,864,475,0.009713,0.006455,0.010607,26357197483.161919,24136113351.898087,1269017250426.277100
32000000,16,864,476,0.010092,0.006380,0.011139,25366991495.761337,22982297888.600395,1283980741551.562500
32000000,16,864,477,0.009711,0.006413,0.009745,26362338186.433445,26269364418.263859,1277478377475.524902
32000000,16,864,478,0.009708,0.006384,0.009745,26370827186.123917,26270202783.509777,1283267117750.567139
32000000,16,864,479,0.010105,0.006445,0.010640,25334218708.373741,24059198413.509579,1271061261876.234375
32000000,16,864,480,0.009705,0.006309,0.011134,26377062998.707157,22992558759.196293,1298531258197.814209
32000000,16,864,481,0.009707,0.006499,0.011134,26371807874.941654,22992765269.560352,1260585991146.830811
32000000,16,864,482,0.009710,0.006426,0.011139,26365112948.177193,22981410731.645283,1274741492211.794189
32000000,16,864,483,0.009709,0.006484,0.011133,26366500538.223995,22994338988.652470,1263488573434.243408
32000000,16,864,484,0.009719,0.006315,0.009746,26339562235.424679,26266364533.482662,1297157132373.400391
32000000,16,864,485,0.009712,0.006417,0.009747,26358692798.020573,26265283880.358440,1276682420976.243408
32000000,16,864,486,0.009683,0.006382,0.009747,26439023914.857925,26264340741.855392,1283561482416.691162
32000000,16,864,487,0.009706,0.006416,0.009978,26375454183.358589,25655523691.634075,1276720225512.767090
32000000,16,864,488,0.009714,0.006320,0.009972,26354342987.651119,25672563504.483398,1296250115668.514160
32000000,16,864,489,0.009713,0.006432,0.009746,26356543488.655239,26266852339.858360,1273720557767.136230
32000000,16,864,490,0.009710,0.006385,0.009745,26365001611.030384,26269607026.467079,1283051859179.988281
32000000,16,864,491,0.009713,0.006418,0.009745,26355998082.037132,26269660944.368279,1276435156049.810059
32000000,16,864,492,0.009705,0.006366,0.011134,26377929995.730854,22991710053.173222,1286771636126.972412
32000000,16,864,493,0.009758,0.006444,0.009975,26234566947.980858,25665318232.177059,1271175854170.179199
32000000,16,864,494,0.009716,0.006379,0.009975,26347792511.814075,25664389383.093723,1284295365871.108643
32000000,16,864,495,0.009651,0.006440,0.009974,26526094935.285137,25665729936.638187,1272008407849.312500
32000000,16,864,496,0.009849,0.006298,0.010278,25992354586.687683,24906435467.662373,1300721302982.907471
32000000,16,864,497,0.009715,0.006435,0.010280,26351079544.081264,24903329360.308113,1273044403705.552246
32000000,16,864,498,0.010120,0.006366,0.009973,25296590172.203220,25668514401.889809,1286805996824.369629
32000000,16,864,499,0.010115,0.006426,0.010157,25308193992.343460,25203386895.392872,1274739706902.144287
32000000,16,864,500,0.009662,0.006359,0.009986,26495587973.119530,25636755415.195530,1288156243050.605469
32000000,16,864,501,0.010113,0.006419,0.009972,25314513050.144604,25672254558.110153,1276150213860.559814
32000000,16,864,502,0.009719,0.006375,0.009977,26339670636.683590,25659388657.697289,1285044200548.018311
32000000,16,864,503,0.009714,0.006398,0.009971,26353933322.786530,25674110895.779865,1280305073154.261963
32000000,16,864,504,0.009676,0.006292,0.009746,26456355180.737560,26266151633.097317,1301901854084.471191
32000000,16,864,505,0.009713,0.006385,0.009747,26355753885.390793,26264017388.393135,1282946968791.975098
32000000,16,864,506,0.009716,0.006358,0.009746,26349232524.303761,26266124691.125557,1288448396455.743896
32000000,16,864,507,0.009711,0.006452,0.010608,26362416909.528351,24132306882.006123,1269665714173.109375
32000000,16,864,508,0.009709,0.006283,0.009746,26367969757.565525,26266421124.485764,1303913778879.678467
32000000,16,864,509,0.009708,0.006383,0.009745,26368675907.368889,26268741751.904274,1283333659876.510986
32000000,16,864,510,0.009707,0.006347,0.009745,26373196179.685795,26268771395.943462,1290753184252.054932
32000000,16,864,511,0.010090,0.006386,0.009746,25372811835.695019,26267903470.101025,1282900758339.774414
32000000,16,864,512,0.009655,0.006221,0.009745,26513655262.064762,26269445283.898132,1316800246038.776855
32000000,16,864,513,0.009705,0.006465,0.009745,26377633739.465229,26269553108.787209,1267184214173.206543
32000000,16,864,514,0.009676,0.006449,0.009746,26457366841.404018,26266391485.750851,1270235855721.615234
32000000,16,864,515,0.010113,0.006464,0.009745,25314137569.707878,26268987035.542725,1267239100202.541504
32000000,16,864,516,0.010107,0.006447,0.009942,25328213068.759083,25748838585.689640,1270731404279.560547
32000000,16,864,517,0.009714,0.006476,0.009745,26354749970.612545,26269256594.923756,1265052807998.589600
32000000,16,864,518,0.009709,0.006453,0.009745,26367755197.011303,26270313321.439655,1269464830895.317871
32000000,16,864,519,0.010129,0.006516,0.010779,25274672004.253532,23750813886.659161,1257288652466.765137
32000000,16,864,520,0.010120,0.006462,0.010957,25297667575.712650,23363748192.055035,1267707201975.566162
32000000,16,864,521,0.009713,0.006548,0.010958,26355270905.034729,23362338831.829006,1251028333755.862305
32000000,16,864,522,0.009715,0.006454,0.009746,26352224239.999271,26267235054.012383,1269232347952.099121
32000000,16,864,523,0.009711,0.006508,0.009746,26360519429.674946,26266127377.476887,1258693852870.099609
32000000,16,864,524,0.009727,0.006453,0.009747,26319136179.114071,26264777270.875908,1269413684883.312744
32000000,16,864,525,0.009916,0.006485,0.009829,25816960572.282822,26044583645.840851,1263305419101.499756
32000000,16,864,526,0.009663,0.006445,0.009747,26491636979.738102,26265181472.631668,1271112934664.724854
32000000,16,864,527,0.009707,0.006477,0.009745,26371375924.468884,26268555759.884502,1264779173020.641846
32000000,16,864,528,0.009704,0.006400,0.009746,26379955023.501076,26268315867.703197,1280036800990.157959
32000000,16,864,529,0.009690,0.006465,0.009747,26419397623.058628,26265019794.357811,1267115612074.252930
32000000,16,864,530,0.009709,0.006423,0.009746,26367619403.998100,26265857882.312012,1275390062807.668945
32000000,16,864,531,0.009665,0.006444,0.009746,26487736487.688358,26266801129.779579,1271255155180.719482
32000000,16,864,532,0.009669,0.006451,0.011135,26477224885.239059,22991063750.729858,1269833396652.025146
32000000,16,864,533,0.010112,0.006460,0.009973,25315291566.439751,25669523338.956711,1268064736791.088623
32000000,16,864,534,0.009707,0.006435,0.009972,26373188025.144352,25671139861.689873,1273049942615.111084
32000000,16,864,535,0.009715,0.006454,0.009746,26350694392.681339,26267763310.619194,1269223892626.720459
32000000,16,864,536,0.010112,0.006402,0.009747,25315709640.508209,26265685411.445930,1279639301806.899170
32000000,16,864,537,0.010110,0.006468,0.009944,25321781982.152859,25743357036.412060,1266481105413.758789
32000000,16,864,538,0.009705,0.006429,0.009745,26378362151.048969,26270545158.914536,1274188902085.947266
32000000,16,864,539,0.009709,0.006463,0.009746,26367415726.980728,26266763401.325447,1267435358874.969482
32000000,16,864,540,0.009711,0.006395,0.009747,26360590014.904850,26265143758.633663,1281059075875.348389
32000000,16,864,541,0.009696,0.006453,0.009746,26403577021.912937,26266413045.644344,1269468174504.787598
32000000,16,864,542,0.009702,0.006480,0.010778,26386178838.929680,23751957563.609840,1264127301600.621338
32000000,16,864,543,0.009715,0.006446,0.009745,26350881539.805805,26269410254.483917,1270897002059.631104
32000000,16,864,544,0.009862,0.006330,0.009745,25957568095.139420,26269356327.805168,1294140507439.194824
32000000,16,864,545,0.009711,0.006450,0.009745,26362520076.900478,26269709458.900345,1270148608220.303711
32000000,16,864,546,0.009921,0.006456,0.010279,25803626742.813900,24904925934.914204,1268906584252.757568
32000000,16,864,547,0.009724,0.006486,0.010666,26326146192.599617,24001488841.161484,1263082393200.409668
32000000,16,864,548,0.009714,0.006418,0.010278,26353819375.721195,24907230300.741043,1276385038526.483887
32000000,16,864,549,0.009699,0.006498,0.011138,26394166153.413689,22983573029.298752,1260618774214.033203
